Data;Compradora;Valor;Quantidade;Vendedora;Agressor;Total (USD);Agente Agressor;Núm;Var
10:49:15.413;ABN;2.519,80;2;Agora;Comprador;;;;
10:49:15.413;ABN;2.519,80;1;BTG;Comprador;;;;
10:48:37.199;Agora;2.517,40;1;Ideal;Vendedor;;;;
10:48:37.199;Agora;2.517,40;1;Agora;Vendedor;;;;
10:46:35.499;Ideal;2.516,70;2;Agora;Comprador;;;;
10:46:35.499;Ideal;2.516,60;2;Agora;Comprador;;;;
10:45:41.687;Inter;2.515,60;1;Agora;Comprador;;;;
10:45:41.687;Inter;2.515,60;1;BTG;Comprador;;;;
10:45:15.691;Ideal;2.516,30;2;Agora;Comprador;;;;
10:45:15.691;Ideal;2.516,30;1;BTG;Comprador;;;;
10:45:15.689;Genial;2.516,00;1;BTG;Comprador;;;;
10:45:15.689;ABN;2.515,90;2;Agora;Comprador;;;;
10:45:04.317;ABN;2.513,20;2;Agora;Comprador;;;;
10:45:04.317;ABN;2.513,20;1;BTG;Comprador;;;;
10:44:38.914;ABN;2.513,70;2;Agora;Comprador;;;;
10:44:38.914;ABN;2.513,60;2;Agora;Comprador;;;;
10:44:38.914;ABN;2.513,60;1;BTG;Comprador;;;;
10:44:09.405;ABN;2.513,50;2;Agora;Comprador;;;;
10:44:09.405;ABN;2.513,50;1;BTG;Comprador;;;;
10:43:27.430;ABN;2.513,10;2;Agora;Comprador;;;;
10:43:27.430;Ideal;2.513,00;2;Agora;Comprador;;;;
10:43:27.430;Ideal;2.513,00;1;BTG;Comprador;;;;
10:43:25.039;ABN;2.513,40;2;Agora;Comprador;;;;
10:43:25.039;ABN;2.513,40;1;BTG;Comprador;;;;
10:43:25.039;ABN;2.513,30;2;Agora;Comprador;;;;
10:43:25.039;ABN;2.513,30;1;BTG;Comprador;;;;
10:43:21.990;Ideal;2.512,60;2;Agora;Comprador;;;;
10:43:21.990;Ideal;2.512,50;2;Agora;Comprador;;;;
10:43:21.990;Ideal;2.512,50;1;BTG;Comprador;;;;
10:43:21.988;Ideal;2.512,00;2;Agora;Comprador;;;;
10:43:21.988;Ideal;2.511,90;2;Agora;Comprador;;;;
10:43:21.988;Ideal;2.511,90;1;BTG;Comprador;;;;
10:43:18.798;Ideal;2.511,90;1;Agora;Comprador;;;;
10:43:18.798;Ideal;2.511,90;1;BTG;Comprador;;;;
10:43:13.623;Ideal;2.510,30;2;Agora;Comprador;;;;
10:43:13.623;Ideal;2.510,30;1;BTG;Comprador;;;;
10:42:23.118;ABN;2.509,60;2;Agora;Comprador;;;;
10:42:23.117;ABN;2.509,40;2;Agora;Comprador;;;;
10:42:14.451;Ideal;2.509,50;2;Agora;Comprador;;;;
10:42:14.451;Ideal;2.509,70;1;BTG;Vendedor;;;;
10:42:14.451;Ideal;2.509,70;1;BTG;Vendedor;;;;
10:42:14.451;Ideal;2.509,50;2;Agora;Vendedor;;;;
10:42:02.278;Ideal;2.507,60;2;Agora;Comprador;;;;
10:42:02.278;Ideal;2.507,50;2;Agora;Comprador;;;;
10:42:02.278;Ideal;2.507,50;1;BTG;Comprador;;;;
10:41:53.774;ABN;2.506,90;2;Agora;Comprador;;;;
10:41:53.774;ABN;2.506,90;1;BTG;Comprador;;;;
10:41:47.252;Ideal;2.506,80;2;Agora;Comprador;;;;
10:41:47.252;Ideal;2.506,80;1;BTG;Comprador;;;;
10:41:47.251;Ideal;2.506,70;2;Agora;Comprador;;;;
10:41:47.251;Ideal;2.506,70;1;BTG;Comprador;;;;
10:41:35.259;ABN;2.506,70;2;Agora;Comprador;;;;
10:41:35.258;Ideal;2.506,60;2;Agora;Comprador;;;;
10:41:35.258;Ideal;2.506,60;1;BTG;Comprador;;;;
10:41:35.258;Ideal;2.506,50;2;Agora;Comprador;;;;
10:41:35.258;Ideal;2.506,50;1;BTG;Comprador;;;;
10:41:25.700;UBS;2.506,60;1;Ideal;Vendedor;;;;
10:41:25.177;ABN;2.506,80;1;BTG;Comprador;;;;
10:41:25.177;ABN;2.506,80;2;Agora;Comprador;;;;
10:41:25.176;ABN;2.506,60;2;Agora;Comprador;;;;
10:41:25.176;ABN;2.506,60;1;BTG;Comprador;;;;
10:41:25.176;ABN;2.506,40;1;BTG;Comprador;;;;
10:41:25.176;ABN;2.506,40;2;Agora;Comprador;;;;
10:41:24.503;Agora;2.506,60;6;UBS;Comprador;;;;
10:41:24.503;Agora;2.506,50;1;BTG;Comprador;;;;
10:41:24.503;Agora;2.506,50;1;BTG;Comprador;;;;
10:41:24.502;UBS;2.505,80;10;Ideal;Vendedor;;;;
10:41:24.468;BTG;2.506,90;3;ABN;Comprador;;;;
10:41:24.468;BTG;2.506,90;2;ABN;Comprador;;;;
10:41:24.468;BTG;2.506,80;2;ABN;Comprador;;;;
10:41:24.468;BTG;2.506,80;3;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,70;2;ABN;Comprador;;;;
10:41:24.467;BTG;2.507,00;5;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,90;2;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,80;1;BTG;Comprador;;;;
10:41:24.467;BTG;2.506,60;2;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,60;3;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,50;3;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,40;1;BTG;Comprador;;;;
10:41:24.467;BTG;2.506,40;1;BTG;Comprador;;;;
10:41:24.467;BTG;2.506,30;2;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,10;3;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,30;1;ABN;Comprador;;;;
10:41:24.467;BTG;2.506,20;1;BTG;Comprador;;;;
10:41:24.467;BTG;2.506,20;1;BTG;Comprador;;;;
10:41:24.453;UBS;2.489,50;1;XP;Comprador;;;;
10:41:24.453;Ideal;2.485,20;10;UBS;Comprador;;;;
10:41:24.435;Agora;2.505,00;10;UBS;Vendedor;;;;
10:41:24.413;BTG;2.504,00;1;UBS;Vendedor;;;;
10:41:24.413;Agora;2.505,70;2;UBS;Comprador;;;;
10:41:24.413;Ideal;2.505,70;8;UBS;Comprador;;;;
10:41:24.413;Ideal;2.505,60;1;BTG;Comprador;;;;
10:41:24.413;Ideal;2.505,60;1;BTG;Comprador;;;;
10:41:24.413;Agora;2.505,00;2;Ideal;Vendedor;;;;
10:41:24.413;BTG;2.505,00;1;Ideal;Vendedor;;;;
10:41:24.412;Agora;2.505,20;2;Ideal;Vendedor;;;;
10:41:24.412;BTG;2.505,40;1;Ideal;Vendedor;;;;
10:41:24.412;Agora;2.505,40;2;Ideal;Vendedor;;;;
10:41:24.411;Agora;2.505,50;1;Ideal;Vendedor;;;;
10:41:24.411;BTG;2.505,50;1;Ideal;Vendedor;;;;
10:41:24.407;Agora;2.506,10;2;UBS;Vendedor;;;;
10:41:24.407;Agora;2.506,20;2;Ideal;Vendedor;;;;
10:41:24.402;BTG;2.506,80;1;Ideal;Vendedor;;;;
10:41:11.218;BTG;2.507,90;1;Agora;Vendedor;;;;
10:41:03.320;ABN;2.510,60;2;Agora;Comprador;;;;
10:40:33.388;Nova Futura;2.513,20;2;Agora;Comprador;;;;
10:40:03.506;Agora;2.509,50;2;Agora;Vendedor;;;;
10:40:03.506;BTG;2.509,50;1;Agora;Vendedor;;;;
10:40:03.506;Agora;2.509,60;1;Agora;Vendedor;;;;
10:40:03.506;BTG;2.509,60;1;Agora;Vendedor;;;;
10:39:52.073;BTG;2.511,50;1;Ideal;Vendedor;;;;
10:39:51.959;ABN;2.512,10;2;Agora;Comprador;;;;
10:39:51.959;ABN;2.512,10;10;UBS;Comprador;;;;
10:39:21.533;Agora;2.512,70;2;Agora;Vendedor;;;;
10:37:45.368;Agora;2.510,80;1;UBS;Comprador;;;;
10:37:45.368;Agora;2.510,80;1;UBS;Comprador;;;;
10:37:37.378;ABN;2.510,60;2;Agora;Comprador;;;;
10:37:11.445;Ideal;2.502,50;2;Agora;Comprador;;;;
10:37:11.242;BTG;2.501,50;1;Ideal;Vendedor;;;;
10:37:07.595;Ideal;2.502,90;8;Ideal;Comprador;;;;
10:37:03.797;Ideal;2.504,80;3;UBS;Comprador;;;;
10:36:48.636;BGC Liquidez;2.507,90;1;Agora;Vendedor;;;;
10:36:46.826;BGC Liquidez;2.507,80;1;Agora;Vendedor;;;;
10:36:46.386;BTG;2.508,30;10;UBS;Comprador;;;;
10:36:43.268;Agora;2.508,10;5;UBS;Comprador;;;;
10:36:43.268;Agora;2.508,10;1;UBS;Comprador;;;;
10:36:43.268;Agora;2.508,10;4;UBS;Comprador;;;;
10:36:39.824;Ideal;2.508,90;2;Agora;Comprador;;;;
10:36:39.824;UBS;2.508,90;2;ABN;Comprador;;;;
10:36:39.824;UBS;2.508,90;2;ABN;Comprador;;;;
10:36:39.824;UBS;2.508,90;2;ABN;Comprador;;;;
10:36:39.824;Ideal;2.508,80;2;Agora;Comprador;;;;
10:36:39.824;Ideal;2.508,70;2;Agora;Comprador;;;;
10:36:39.200;UBS;2.508,00;7;Agora;Vendedor;;;;
10:36:39.200;UBS;2.508,00;2;Agora;Vendedor;;;;
10:36:38.938;Ideal;2.508,30;2;Agora;Comprador;;;;
10:36:38.937;Ideal;2.508,20;2;Agora;Comprador;;;;
10:36:38.601;UBS;2.507,00;1;Ideal;Vendedor;;;;
10:36:38.171;UBS;2.507,30;2;Ideal;Vendedor;;;;
10:36:38.152;UBS;2.507,60;6;Ideal;Vendedor;;;;
10:36:38.147;UBS;2.507,80;6;Agora;Comprador;;;;
10:36:38.147;UBS;2.507,80;4;Agora;Comprador;;;;
10:36:38.119;ABN;2.508,60;1;BGC Liquidez;Comprador;;;;
10:36:38.077;UBS;2.508,80;10;Ideal;Vendedor;;;;
10:36:38.076;UBS;2.508,70;4;Ideal;Vendedor;;;;
10:36:38.076;ABN;2.510,10;10;UBS;Comprador;;;;
10:36:38.076;UBS;2.508,60;10;Ideal;Vendedor;;;;
10:36:38.064;BTG;2.508,00;1;Agora;Vendedor;;;;
10:36:38.042;Ideal;2.514,70;1;BTG;Comprador;;;;
10:36:38.041;BTG;2.519,80;1;BTG;Vendedor;;;;
10:36:38.041;UBS;2.519,80;5;BTG;Vendedor;;;;
10:36:38.030;UBS;2.519,80;5;Agora;Vendedor;;;;
10:36:38.030;BTG;2.519,90;1;Agora;Vendedor;;;;
10:36:38.030;BTG;2.520,00;2;Agora;Vendedor;;;;
10:36:38.030;BTG;2.520,00;1;Agora;Vendedor;;;;
10:36:38.030;BTG;2.520,10;1;Agora;Vendedor;;;;
10:36:37.980;ABN;2.517,00;5;BTG;Vendedor;;;;
10:36:37.980;ABN;2.519,50;1;BTG;Comprador;;;;
10:36:37.980;Ideal;2.517,10;1;UBS;Vendedor;;;;
10:36:37.980;XP;2.517,10;1;BTG;Vendedor;;;;
10:36:37.980;BTG;2.519,60;1;BTG;Vendedor;;;;
10:36:37.980;UBS;2.519,60;8;BTG;Vendedor;;;;
10:36:37.980;BTG;2.519,70;1;BTG;Vendedor;;;;
10:36:37.980;UBS;2.519,60;2;Ideal;Vendedor;;;;
10:36:37.874;Ideal;2.506,80;2;Agora;Comprador;;;;
10:36:37.873;BTG;2.507,10;1;Agora;Vendedor;;;;
10:36:37.873;BTG;2.507,10;1;Agora;Vendedor;;;;
10:36:37.873;BTG;2.508,20;1;Agora;Vendedor;;;;
10:36:37.873;BTG;2.508,30;1;Agora;Vendedor;;;;
10:36:37.873;BTG;2.508,30;1;Agora;Vendedor;;;;
10:36:37.873;BTG;2.508,40;1;Agora;Vendedor;;;;
10:36:37.873;BTG;2.508,40;2;Agora;Vendedor;;;;
10:36:37.854;BTG;2.508,20;1;ABN;Comprador;;;;
10:36:37.854;BTG;2.507,00;10;ABN;Comprador;;;;
10:36:37.853;UBS;2.507,00;9;ABN;Comprador;;;;
10:36:37.853;UBS;2.507,10;2;Ideal;Comprador;;;;
10:36:37.852;Ideal;2.507,10;1;BGC Liquidez;Comprador;;;;
10:36:37.852;Ideal;2.507,10;2;Agora;Comprador;;;;
10:36:37.852;Ideal;2.507,00;7;Ideal;Vendedor;;;;
10:36:37.852;Ideal;2.507,00;2;Agora;Comprador;;;;
10:36:36.521;Ideal;2.502,10;9;Ideal;Comprador;;;;
10:36:32.798;BTG;2.506,00;2;Ideal;Comprador;;;;
10:36:11.638;BTG;2.511,70;2;Agora;Comprador;;;;
10:36:11.637;UBS;2.511,10;1;XP;Comprador;;;;
10:36:04.153;UBS;2.513,00;1;Ideal;Vendedor;;;;
10:35:59.922;XP;2.516,70;1;ABN;Comprador;;;;
10:35:46.414;BTG;2.519,10;2;Agora;Comprador;;;;
10:35:46.414;Agora;2.519,00;2;Agora;Comprador;;;;
10:35:46.414;BGC Liquidez;2.519,00;1;Ideal;Vendedor;;;;
10:35:46.411;UBS;2.519,50;1;Agora;Vendedor;;;;
10:35:46.411;UBS;2.519,50;1;Agora;Vendedor;;;;
10:35:28.706;Agora;2.522,30;4;UBS;Comprador;;;;
10:35:28.705;BTG;2.521,10;1;Ideal;Comprador;;;;
10:35:28.705;Agora;2.522,00;1;Agora;Comprador;;;;
10:35:28.705;Agora;2.521,10;1;Ideal;Vendedor;;;;
10:35:28.705;Ideal;2.521,80;1;Agora;Comprador;;;;
10:35:28.704;Agora;2.521,80;1;Agora;Comprador;;;;
10:35:28.703;BTG;2.522,00;1;Ideal;Comprador;;;;
10:35:28.703;UBS;2.521,90;1;Agora;Vendedor;;;;
10:35:28.703;BGC Liquidez;2.522,00;1;Ideal;Vendedor;;;;
10:35:28.702;BTG;2.522,80;2;Ideal;Comprador;;;;
10:35:28.702;BTG;2.523,00;2;Agora;Comprador;;;;
10:35:28.702;BTG;2.522,90;2;Agora;Comprador;;;;
10:35:28.702;Agora;2.522,80;1;Agora;Comprador;;;;
10:35:28.701;Agora;2.522,80;1;Agora;Comprador;;;;
10:35:11.370;UBS;2.521,80;1;Agora;Vendedor;;;;
10:35:11.370;UBS;2.521,80;2;Agora;Vendedor;;;;
10:35:11.369;UBS;2.521,80;2;Agora;Vendedor;;;;
10:34:33.674;UBS;2.524,50;1;Ideal;Vendedor;;;;
10:34:33.673;Agora;2.525,40;1;Agora;Comprador;;;;
10:34:33.673;Agora;2.525,40;1;Agora;Comprador;;;;
10:34:33.673;Ideal;2.525,30;2;Agora;Comprador;;;;
10:34:33.672;Ideal;2.525,30;1;BGC Liquidez;Comprador;;;;
10:34:33.672;Ideal;2.525,30;2;Agora;Comprador;;;;
10:34:30.930;Agora;2.524,70;1;Agora;Comprador;;;;
10:34:04.160;Ideal;2.521,70;1;BGC Liquidez;Comprador;;;;
10:34:04.159;Ideal;2.521,70;1;Agora;Comprador;;;;
10:34:04.159;Ideal;2.521,70;1;Agora;Comprador;;;;
10:34:04.158;Agora;2.521,20;3;UBS;Comprador;;;;
10:34:04.157;Ideal;2.521,20;1;UBS;Comprador;;;;
10:34:04.157;Agora;2.521,20;3;UBS;Comprador;;;;
10:33:46.487;XP;2.519,50;10;ABN;Comprador;;;;
10:33:40.137;UBS;2.518,10;3;Agora;Vendedor;;;;
10:33:40.137;UBS;2.518,10;3;Agora;Vendedor;;;;
10:33:35.719;Ideal;2.518,80;1;UBS;Comprador;;;;
10:33:27.997;Agora;2.518,20;7;UBS;Comprador;;;;
10:33:27.546;Ideal;2.517,40;2;Agora;Comprador;;;;
10:33:27.545;UBS;2.517,40;6;Ideal;Vendedor;;;;
10:33:24.593;Ideal;2.518,70;1;Agora;Comprador;;;;
10:33:24.593;Ideal;2.518,70;10;UBS;Comprador;;;;
10:33:20.854;UBS;2.517,60;1;Ideal;Vendedor;;;;
10:33:20.854;BGC Liquidez;2.518,10;1;Ideal;Vendedor;;;;
10:33:20.456;ABN;2.518,10;4;BTG;Vendedor;;;;
10:33:20.456;Ideal;2.518,10;6;BTG;Vendedor;;;;
10:33:13.949;Ideal;2.520,70;1;UBS;Comprador;;;;
10:33:11.886;Ideal;2.520,40;10;UBS;Comprador;;;;
10:33:09.754;UBS;2.521,00;4;Agora;Vendedor;;;;
10:33:09.754;UBS;2.521,00;4;Agora;Vendedor;;;;
10:33:06.398;UBS;2.521,20;7;BTG;Vendedor;;;;
10:33:06.388;UBS;2.521,10;5;BTG;Vendedor;;;;
10:33:06.383;UBS;2.521,00;6;Ideal;Vendedor;;;;
10:33:06.301;UBS;2.521,00;3;Ideal;Vendedor;;;;
10:33:06.288;UBS;2.520,90;4;Ideal;Vendedor;;;;
10:33:06.288;UBS;2.520,90;3;Ideal;Vendedor;;;;
10:33:06.267;UBS;2.520,80;1;Ideal;Vendedor;;;;
10:33:06.219;UBS;2.520,40;2;Ideal;Vendedor;;;;
10:33:06.102;UBS;2.520,40;3;Ideal;Vendedor;;;;
10:33:05.915;UBS;2.520,20;10;Ideal;Vendedor;;;;
10:33:05.800;UBS;2.520,40;10;Ideal;Vendedor;;;;
10:33:05.770;Ideal;2.521,50;10;UBS;Comprador;;;;
10:33:05.758;ABN;2.520,00;6;BTG;Vendedor;;;;
10:33:05.758;ABN;2.520,00;4;BTG;Vendedor;;;;
10:33:05.757;UBS;2.520,30;10;Ideal;Vendedor;;;;
10:33:05.455;ABN;2.520,00;1;BTG;Vendedor;;;;
10:33:05.455;Agora;2.520,00;10;BTG;Vendedor;;;;
10:33:05.038;Ideal;2.518,60;1;Ideal;Comprador;;;;
10:33:05.037;Ideal;2.520,90;1;BGC Liquidez;Comprador;;;;
10:33:05.037;ABN;2.519,00;10;UBS;Vendedor;;;;
10:33:05.037;Agora;2.519,00;10;BTG;Vendedor;;;;
10:33:05.036;ABN;2.519,50;10;UBS;Vendedor;;;;
10:33:04.903;BTG;2.515,90;5;ABN;Comprador;;;;
10:33:04.903;BTG;2.515,80;5;ABN;Comprador;;;;
10:33:04.903;BTG;2.515,70;5;ABN;Comprador;;;;
10:33:04.903;UBS;2.515,60;5;ABN;Comprador;;;;
10:33:04.894;Agora;2.516,10;10;UBS;Vendedor;;;;
10:33:04.869;BTG;2.505,40;9;UBS;Comprador;;;;
10:33:04.869;Ideal;2.505,40;1;UBS;Comprador;;;;
10:33:04.868;BTG;2.507,90;1;UBS;Comprador;;;;
10:33:04.868;Ideal;2.507,90;9;UBS;Comprador;;;;
10:33:04.868;UBS;2.514,10;9;Ideal;Vendedor;;;;
10:33:04.868;UBS;2.513,80;1;Ideal;Comprador;;;;
10:33:04.868;ABN;2.513,80;10;BTG;Vendedor;;;;
10:33:04.861;BTG;2.503,20;10;UBS;Comprador;;;;
10:33:04.858;UBS;2.513,40;5;ABN;Vendedor;;;;
10:33:04.858;UBS;2.511,00;5;ABN;Comprador;;;;
10:33:04.774;BTG;2.502,30;10;UBS;Comprador;;;;
10:33:04.774;Ideal;2.510,20;6;UBS;Vendedor;;;;
10:33:04.767;UBS;2.514,20;6;Ideal;Vendedor;;;;
10:33:04.764;BTG;2.499,60;10;UBS;Comprador;;;;
10:33:04.763;BGC Liquidez;2.518,40;1;UBS;Vendedor;;;;
10:33:04.763;Ideal;2.500,70;6;UBS;Vendedor;;;;
10:33:04.763;Ideal;2.505,20;6;UBS;Vendedor;;;;
10:33:04.757;UBS;2.516,30;6;Ideal;Vendedor;;;;
10:33:04.757;UBS;2.516,30;4;BTG;Vendedor;;;;
10:33:04.757;UBS;2.516,20;6;Ideal;Vendedor;;;;
10:33:04.757;UBS;2.508,00;5;ABN;Vendedor;;;;
10:33:04.756;Ideal;2.509,50;4;UBS;Comprador;;;;
10:33:03.871;BTG;2.499,70;1;UBS;Comprador;;;;
10:33:03.867;BTG;2.499,70;5;UBS;Comprador;;;;
10:33:03.867;BTG;2.497,40;1;Inter;Comprador;;;;
10:33:03.867;BTG;2.499,70;4;UBS;Comprador;;;;
10:33:03.867;Ideal;2.501,80;6;UBS;Comprador;;;;
10:33:03.860;UBS;2.531,50;4;Ideal;Vendedor;;;;
10:33:03.860;UBS;2.531,50;6;Ideal;Vendedor;;;;
10:33:03.859;BTG;2.540,10;10;UBS;Vendedor;;;;
10:33:03.859;BGC Liquidez;2.519,50;1;BTG;Vendedor;;;;
10:33:03.859;Ideal;2.526,60;6;UBS;Comprador;;;;
10:33:03.858;Ideal;2.528,60;6;UBS;Vendedor;;;;
10:33:03.858;UBS;2.535,90;10;BTG;Vendedor;;;;
10:33:03.855;UBS;2.529,50;6;Ideal;Comprador;;;;
10:33:03.854;ABN;2.530,70;10;UBS;Comprador;;;;
10:33:03.854;UBS;2.529,50;10;BTG;Vendedor;;;;
10:33:03.767;BTG;2.525,40;10;UBS;Comprador;;;;
10:33:03.765;BTG;2.522,40;1;BGC Liquidez;Comprador;;;;
10:33:03.760;Inter;2.534,00;5;BTG;Vendedor;;;;
10:33:03.760;UBS;2.536,10;10;BTG;Vendedor;;;;
10:33:03.756;UBS;2.522,50;2;ABN;Comprador;;;;
10:33:03.756;UBS;2.521,30;10;BTG;Vendedor;;;;
10:33:03.756;UBS;2.522,50;3;ABN;Comprador;;;;
10:33:03.755;UBS;2.521,10;10;BTG;Vendedor;;;;
10:33:03.755;Ideal;2.522,50;7;UBS;Comprador;;;;
10:33:03.755;Ideal;2.522,40;10;UBS;Comprador;;;;
10:33:03.755;UBS;2.518,70;2;Ideal;Vendedor;;;;
10:32:03.684;Ideal;2.518,00;1;BGC Liquidez;Vendedor;;;;
10:32:03.677;UBS;2.517,80;6;Agora;Vendedor;;;;
10:32:03.677;BTG;2.517,80;1;Agora;Vendedor;;;;
10:32:03.677;BTG;2.517,90;1;Agora;Vendedor;;;;
10:32:03.676;BTG;2.518,80;1;ABN;Vendedor;;;;
10:32:03.675;UBS;2.517,60;3;Ideal;Vendedor;;;;
10:32:03.672;BTG;2.517,20;1;Ideal;Vendedor;;;;
10:32:03.671;Ideal;2.518,20;1;Agora;Comprador;;;;
10:32:03.670;Ideal;2.517,80;2;Agora;Comprador;;;;
10:32:03.670;Ideal;2.517,70;2;Agora;Comprador;;;;
10:32:03.669;Ideal;2.518,30;1;Agora;Comprador;;;;
10:32:03.668;Agora;2.518,20;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.518,20;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.518,20;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.518,10;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.518,10;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.518,00;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.518,00;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,90;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,90;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,80;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,80;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,70;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,70;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,60;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,60;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,60;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,50;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,50;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,50;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,40;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,40;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,40;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,30;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,30;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,30;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,20;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,20;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,10;1;BTG;Comprador;;;;
10:32:03.668;Agora;2.517,10;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.517,00;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.516,90;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.516,80;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.516,70;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.516,60;2;Agora;Comprador;;;;
10:32:03.668;Agora;2.516,50;2;Agora;Comprador;;;;
10:32:03.666;Agora;2.516,00;4;UBS;Comprador;;;;
10:32:03.666;Agora;2.516,00;3;UBS;Comprador;;;;
10:32:03.666;Agora;2.516,00;1;BTG;Comprador;;;;
10:32:03.666;Agora;2.516,00;2;Agora;Comprador;;;;
10:32:03.666;Agora;2.516,00;1;BTG;Comprador;;;;
10:32:03.666;Agora;2.515,90;1;BTG;Comprador;;;;
10:32:03.666;Ideal;2.515,90;1;Agora;Comprador;;;;
10:32:03.666;Ideal;2.515,90;1;Agora;Comprador;;;;
10:31:30.969;Agora;2.516,60;2;Agora;Comprador;;;;
10:31:08.823;UBS;2.513,40;1;Ideal;Vendedor;;;;
10:30:27.839;UBS;2.511,40;2;Agora;Vendedor;;;;
10:30:27.839;BTG;2.511,40;1;Agora;Vendedor;;;;
10:30:27.839;BTG;2.511,50;2;Agora;Vendedor;;;;
10:30:21.606;BTG;2.510,50;1;Ideal;Vendedor;;;;
10:30:13.298;Agora;2.510,70;1;Ideal;Vendedor;;;;
10:30:13.295;Agora;2.511,20;2;Ideal;Vendedor;;;;
10:30:13.295;BTG;2.511,30;1;Ideal;Vendedor;;;;
10:30:13.295;Agora;2.511,30;2;Agora;Vendedor;;;;
10:30:08.558;Genial;2.510,30;1;Ideal;Vendedor;;;;
10:22:53.312;UBS;2.506,30;2;Nova Futura;Vendedor;;;;
10:21:49.629;Ideal;2.506,80;1;Inter;Vendedor;;;;
10:21:49.629;Ideal;2.506,80;2;BTG;Vendedor;;;;
10:20:42.450;Ideal;2.508,30;1;BTG;Comprador;;;;
10:20:29.854;BGC Liquidez;2.507,40;1;Agora;Vendedor;;;;
10:19:22.080;BGC Liquidez;2.507,10;1;Ideal;Vendedor;;;;
10:19:21.116;BGC Liquidez;2.507,70;1;Ideal;Vendedor;;;;
10:19:18.345;BGC Liquidez;2.508,20;1;Agora;Vendedor;;;;
10:19:17.000;BTG;2.509,20;1;ABN;Comprador;;;;
10:19:17.000;BTG;2.509,20;1;BTG;Comprador;;;;
10:19:17.000;BTG;2.509,20;2;ABN;Comprador;;;;
10:19:16.994;BGC Liquidez;2.508,70;1;Ideal;Vendedor;;;;
10:19:10.016;BGC Liquidez;2.509,90;1;Ideal;Vendedor;;;;
10:19:07.888;Ideal;2.510,90;6;UBS;Comprador;;;;
10:18:52.534;Nova Futura;2.511,60;1;ABN;Comprador;;;;
10:17:45.747;Ideal;2.510,90;1;BTG;Comprador;;;;
10:17:44.483;UBS;2.509,40;4;Agora;Vendedor;;;;
10:16:46.210;Ideal;2.509,50;1;BTG;Comprador;;;;
10:16:41.018;BTG;2.508,20;1;Agora;Vendedor;;;;
10:16:40.922;BTG;2.508,60;1;ABN;Vendedor;;;;
10:16:40.877;BTG;2.508,60;1;ABN;Vendedor;;;;
10:16:40.877;Ideal;2.509,40;10;ABN;Comprador;;;;
10:16:40.860;Agora;2.508,10;1;BTG;Comprador;;;;
10:16:40.859;Agora;2.508,00;1;BTG;Comprador;;;;
10:16:40.859;Agora;2.507,90;1;BTG;Comprador;;;;
10:16:40.859;Agora;2.507,80;1;BTG;Comprador;;;;
10:16:40.859;Agora;2.507,70;1;BTG;Comprador;;;;
10:15:30.884;Ideal;2.507,40;1;BTG;Comprador;;;;
10:13:26.907;BTG;2.503,80;1;Ideal;Vendedor;;;;
10:13:26.906;BTG;2.503,90;1;Ideal;Vendedor;;;;
10:13:20.094;BTG;2.505,70;1;Ideal;Vendedor;;;;
